date,store_id,product_id,category,base_price,current_price,promotion,holiday,inventory_level,days_since_restock,units_sold
2025-01-07,STORE-02,PRODUCT-005,household,8.99,,1,0,66.0,6.0,34
2025-01-07,STORE-02,PRODUCT-006,household,12.99,13.0,0,0,74.0,6.0,5
2025-01-07,STORE-03,PRODUCT-001,beverages,3.49,3.47,0,0,157.0,6.0,48
2025-01-07,STORE-03,PRODUCT-002,beverages,5.99,5.89,0,0,80.0,6.0,13
2025-01-07,STORE-03,PRODUCT-003,snacks,2.99,2.95,0,0,118.0,6.0,43
2025-01-07,STORE-03,PRODUCT-004,snacks,4.49,4.57,0,0,118.0,6.0,3
2025-01-07,STORE-03,PRODUCT-005,household,8.99,9.14,0,0,,6.0,23
2025-01-07,STORE-03,PRODUCT-006,household,12.99,12.77,0,0,57.0,6.0,6
2025-01-07,STORE-04,PRODUCT-001,beverages,3.49,3.46,0,0,187.0,6.0,31
2025-01-07,STORE-04,PRODUCT-002,beverages,5.99,5.94,0,0,140.0,6.0,33
2025-01-07,STORE-04,PRODUCT-003,snacks,2.99,3.0,0,0,254.0,6.0,11
2025-01-07,STORE-04,PRODUCT-004,snacks,4.49,4.43,0,0,130.0,6.0,20
2025-01-07,STORE-04,PRODUCT-005,household,8.99,8.94,0,0,114.0,6.0,10
2025-01-07,STORE-04,PRODUCT-006,household,12.99,13.11,0,0,71.0,6.0,9
2025-01-08,STORE-01,PRODUCT-001,beverages,3.49,3.5,0,0,504.0,0.0,46
2025-01-08,STORE-01,PRODUCT-002,beverages,5.99,4.41,1,0,312.0,0.0,57
2025-01-08,STORE-01,PRODUCT-003,snacks,2.99,2.95,0,0,432.0,0.0,41
2025-01-08,STORE-01,PRODUCT-004,snacks,4.49,4.49,0,0,252.0,0.0,34
2025-01-08,STORE-01,PRODUCT-005,household,8.99,9.03,0,0,192.0,0.0,6
2025-01-08,STORE-01,PRODUCT-006,household,12.99,13.22,0,0,120.0,0.0,2
2025-01-08,STORE-02,PRODUCT-001,beverages,3.49,3.5,0,0,504.0,0.0,19
2025-01-08,STORE-02,PRODUCT-002,beverages,5.99,5.88,0,0,312.0,0.0,18
2025-01-08,STORE-02,PRODUCT-003,snacks,2.99,2.97,0,0,432.0,0.0,19
2025-01-08,STORE-02,PRODUCT-004,snacks,4.49,3.86,1,0,252.0,0.0,28
2025-01-08,STORE-02,PRODUCT-005,household,8.99,9.12,0,0,192.0,0.0,16
2025-01-08,STORE-02,PRODUCT-006,household,12.99,12.81,0,0,120.0,0.0,12
2025-01-08,STORE-03,PRODUCT-001,beverages,3.49,3.46,0,0,504.0,0.0,43
2025-01-08,STORE-03,PRODUCT-002,beverages,5.99,4.73,1,0,312.0,0.0,52
2025-01-08,STORE-03,PRODUCT-003,snacks,2.99,3.01,0,0,432.0,0.0,37
2025-01-08,STORE-03,PRODUCT-004,snacks,4.49,4.49,0,0,252.0,0.0,15
2025-01-08,STORE-03,PRODUCT-005,household,8.99,8.82,0,0,192.0,0.0,15
2025-01-08,STORE-03,PRODUCT-006,household,12.99,12.82,0,0,120.0,0.0,9
2025-01-08,STORE-04,PRODUCT-001,beverages,3.49,2.64,1,0,504.0,0.0,69
2025-01-08,STORE-04,PRODUCT-002,beverages,5.99,5.95,0,0,312.0,0.0,37
2025-01-08,STORE-04,PRODUCT-003,snacks,2.99,2.97,0,0,432.0,,32
2025-01-08,STORE-04,PRODUCT-004,snacks,4.49,4.57,0,0,252.0,0.0,21
2025-01-08,STORE-04,PRODUCT-005,household,8.99,9.03,0,0,192.0,0.0,12
2025-01-08,STORE-04,PRODUCT-006,household,12.99,12.91,0,0,120.0,0.0,6
2025-01-09,STORE-01,PRODUCT-001,beverages,3.49,2.72,1,0,458.0,1.0,88
2025-01-09,STORE-01,PRODUCT-002,beverages,5.99,5.89,0,0,,1.0,16
2025-01-09,STORE-01,PRODUCT-003,snacks,2.99,2.94,0,0,391.0,1.0,42
2025-01-09,STORE-01,PRODUCT-004,snacks,4.49,4.42,0,0,218.0,1.0,27
2025-01-09,STORE-01,PRODUCT-005,household,8.99,9.14,0,0,186.0,1.0,12
2025-01-09,STORE-01,PRODUCT-006,household,12.99,13.08,0,0,118.0,1.0,0
2025-01-09,STORE-02,PRODUCT-001,beverages,3.49,3.5,0,0,485.0,1.0,24
2025-01-09,STORE-02,PRODUCT-002,beverages,5.99,5.18,1,0,294.0,1.0,35
2025-01-09,STORE-02,PRODUCT-003,snacks,2.99,3.01,0,0,413.0,1.0,19
2025-01-09,STORE-02,PRODUCT-004,snacks,4.49,4.49,0,0,224.0,1.0,21
2025-01-09,STORE-02,PRODUCT-005,household,8.99,8.86,0,0,176.0,1.0,13
2025-01-09,STORE-02,PRODUCT-006,household,12.99,13.19,0,0,108.0,1.0,9
2025-01-09,STORE-03,PRODUCT-001,beverages,3.49,3.5,0,0,461.0,1.0,31
2025-01-09,STORE-03,PRODUCT-002,beverages,5.99,6.08,0,0,260.0,1.0,31
2025-01-09,STORE-03,PRODUCT-003,snacks,2.99,3.05,0,0,395.0,1.0,24
2025-01-09,STORE-03,PRODUCT-004,snacks,4.49,4.49,0,0,237.0,1.0,20
2025-01-09,STORE-03,PRODUCT-005,household,8.99,8.91,0,0,,1.0,17
2025-01-09,STORE-03,PRODUCT-006,household,12.99,13.23,0,0,111.0,1.0,7
2025-01-09,STORE-04,PRODUCT-001,beverages,3.49,3.46,0,0,435.0,1.0,42
2025-01-09,STORE-04,PRODUCT-002,beverages,5.99,6.0,0,0,275.0,1.0,32
2025-01-09,STORE-04,PRODUCT-003,snacks,2.99,2.96,0,0,400.0,1.0,35
2025-01-09,STORE-04,PRODUCT-004,snacks,4.49,4.58,0,0,231.0,1.0,20
2025-01-09,STORE-04,PRODUCT-005,household,8.99,9.04,0,0,180.0,1.0,17
2025-01-09,STORE-04,PRODUCT-006,household,12.99,12.92,0,0,114.0,1.0,4
2025-01-10,STORE-01,PRODUCT-001,beverages,3.49,3.52,0,0,370.0,2.0,56
2025-01-10,STORE-01,PRODUCT-002,beverages,5.99,6.1,0,0,239.0,2.0,10
2025-01-10,STORE-01,PRODUCT-003,snacks,2.99,2.94,0,0,349.0,2.0,45
2025-01-10,STORE-01,PRODUCT-004,snacks,4.49,4.49,0,0,191.0,2.0,37
2025-01-10,STORE-01,PRODUCT-005,household,8.99,8.89,0,0,174.0,2.0,15
2025-01-10,STORE-01,PRODUCT-006,household,12.99,13.01,0,0,118.0,2.0,1
2025-01-10,STORE-02,PRODUCT-001,beverages,3.49,3.49,0,0,461.0,2.0,15
2025-01-10,STORE-02,PRODUCT-002,beverages,5.99,6.01,0,0,259.0,2.0,25
2025-01-10,STORE-02,PRODUCT-003,snacks,2.99,2.95,0,0,394.0,2.0,11
2025-01-10,STORE-02,PRODUCT-004,snacks,4.49,,0,0,203.0,2.0,22
2025-01-10,STORE-02,PRODUCT-005,household,8.99,9.02,0,0,163.0,2.0,18
2025-01-10,STORE-02,PRODUCT-006,household,12.99,12.98,0,0,99.0,,5
2025-01-10,STORE-03,PRODUCT-001,beverages,3.49,3.45,0,0,430.0,2.0,54
2025-01-10,STORE-03,PRODUCT-002,beverages,5.99,5.88,0,0,229.0,2.0,27
2025-01-10,STORE-03,PRODUCT-003,snacks,2.99,3.03,0,0,371.0,2.0,35
2025-01-10,STORE-03,PRODUCT-004,snacks,4.49,4.46,0,0,217.0,2.0,23
2025-01-10,STORE-03,PRODUCT-005,household,8.99,9.1,0,0,160.0,2.0,18
2025-01-10,STORE-03,PRODUCT-006,household,12.99,12.91,0,0,104.0,2.0,8
2025-01-10,STORE-04,PRODUCT-001,beverages,3.49,2.58,1,0,393.0,,64
2025-01-10,STORE-04,PRODUCT-002,beverages,5.99,6.01,0,0,243.0,2.0,36
2025-01-10,STORE-04,PRODUCT-003,snacks,2.99,3.04,0,0,365.0,2.0,26
2025-01-10,STORE-04,PRODUCT-004,snacks,4.49,4.46,0,0,211.0,2.0,20
2025-01-10,STORE-04,PRODUCT-005,household,8.99,9.07,0,0,163.0,2.0,26
2025-01-10,STORE-04,PRODUCT-006,household,12.99,12.92,0,0,110.0,2.0,6
2025-01-11,STORE-01,PRODUCT-001,beverages,3.49,,0,0,314.0,3.0,63
2025-01-11,STORE-01,PRODUCT-002,beverages,5.99,6.05,0,0,229.0,3.0,21
2025-01-11,STORE-01,PRODUCT-003,snacks,2.99,2.96,0,0,304.0,3.0,53
2025-01-11,STORE-01,PRODUCT-004,snacks,4.49,3.52,1,0,154.0,3.0,70
2025-01-11,STORE-01,PRODUCT-005,household,8.99,8.85,0,0,159.0,3.0,16
2025-01-11,STORE-01,PRODUCT-006,household,12.99,10.36,1,0,117.0,3.0,14
2025-01-11,STORE-02,PRODUCT-001,beverages,3.49,3.56,0,0,446.0,3.0,38
2025-01-11,STORE-02,PRODUCT-002,beverages,5.99,6.01,0,0,234.0,,43
2025-01-11,STORE-02,PRODUCT-003,snacks,2.99,,0,0,383.0,3.0,26
2025-01-11,STORE-02,PRODUCT-004,snacks,4.49,4.01,1,0,181.0,3.0,27
2025-01-11,STORE-02,PRODUCT-005,household,8.99,9.06,0,0,,3.0,9
2025-01-11,STORE-02,PRODUCT-006,household,12.99,12.92,0,0,94.0,3.0,12
2025-01-11,STORE-03,PRODUCT-001,beverages,3.49,3.53,0,0,376.0,3.0,58
2025-01-11,STORE-03,PRODUCT-002,beverages,5.99,5.99,0,0,202.0,3.0,32
2025-01-11,STORE-03,PRODUCT-003,snacks,2.99,3.0,0,0,336.0,3.0,52
2025-01-11,STORE-03,PRODUCT-004,snacks,4.49,4.5,0,0,194.0,3.0,32
2025-01-11,STORE-03,PRODUCT-005,household,8.99,7.12,1,0,142.0,3.0,34
2025-01-11,STORE-03,PRODUCT-006,household,12.99,12.96,0,0,96.0,3.0,8
2025-01-11,STORE-04,PRODUCT-001,beverages,3.49,3.45,0,0,329.0,3.0,37
2025-01-11,STORE-04,PRODUCT-002,beverages,5.99,6.1,0,0,207.0,3.0,37
2025-01-11,STORE-04,PRODUCT-003,snacks,2.99,2.94,0,0,339.0,3.0,58
2025-01-11,STORE-04,PRODUCT-004,snacks,4.49,4.46,0,0,191.0,3.0,26
2025-01-11,STORE-04,PRODUCT-005,household,8.99,9.12,0,0,137.0,3.0,33
2025-01-11,STORE-04,PRODUCT-006,household,12.99,13.11,0,0,104.0,3.0,9
2025-01-12,STORE-01,PRODUCT-001,beverages,3.49,3.46,0,0,251.0,4.0,64
2025-01-12,STORE-01,PRODUCT-002,beverages,5.99,6.0,0,0,208.0,4.0,27
2025-01-12,STORE-01,PRODUCT-003,snacks,2.99,2.93,0,0,251.0,4.0,55
2025-01-12,STORE-01,PRODUCT-004,snacks,4.49,4.48,0,0,84.0,4.0,35
2025-01-12,STORE-01,PRODUCT-005,household,8.99,9.12,0,0,143.0,4.0,23
2025-01-12,STORE-01,PRODUCT-006,household,12.99,9.65,1,0,103.0,4.0,22
2025-01-12,STORE-02,PRODUCT-001,beverages,3.49,3.51,0,0,408.0,4.0,53
2025-01-12,STORE-02,PRODUCT-002,beverages,5.99,5.95,0,0,191.0,4.0,40
2025-01-12,STORE-02,PRODUCT-003,snacks,2.99,3.01,0,0,357.0,4.0,23
2025-01-12,STORE-02,PRODUCT-004,snacks,4.49,4.43,0,0,154.0,4.0,27
2025-01-12,STORE-02,PRODUCT-005,household,8.99,9.09,0,0,136.0,4.0,20
2025-01-12,STORE-02,PRODUCT-006,household,12.99,12.98,0,0,82.0,4.0,17
2025-01-12,STORE-03,PRODUCT-001,beverages,3.49,3.42,0,0,318.0,4.0,69
2025-01-12,STORE-03,PRODUCT-002,beverages,5.99,5.94,0,0,170.0,4.0,19
2025-01-12,STORE-03,PRODUCT-003,snacks,2.99,2.94,0,0,284.0,4.0,61
2025-01-12,STORE-03,PRODUCT-004,snacks,4.49,4.46,0,0,162.0,4.0,26
2025-01-12,STORE-03,PRODUCT-005,household,8.99,9.04,0,0,108.0,4.0,26
2025-01-12,STORE-03,PRODUCT-006,household,12.99,12.87,0,0,88.0,4.0,8
2025-01-12,STORE-04,PRODUCT-001,beverages,3.49,,0,0,292.0,4.0,10
2025-01-12,STORE-04,PRODUCT-002,beverages,5.99,5.99,0,0,170.0,4.0,40
2025-01-12,STORE-04,PRODUCT-003,snacks,2.99,2.99,0,0,281.0,4.0,35
2025-01-12,STORE-04,PRODUCT-004,snacks,4.49,3.51,1,0,165.0,4.0,39
2025-01-12,STORE-04,PRODUCT-005,household,8.99,8.97,0,0,104.0,4.0,13
2025-01-12,STORE-04,PRODUCT-006,household,12.99,12.95,0,0,95.0,4.0,8
2025-01-13,STORE-01,PRODUCT-001,beverages,3.49,3.46,0,0,,5.0,85
2025-01-13,STORE-01,PRODUCT-002,beverages,5.99,6.09,0,0,181.0,5.0,23
2025-01-13,STORE-01,PRODUCT-003,snacks,2.99,3.0,0,0,196.0,5.0,59
2025-01-13,STORE-01,PRODUCT-004,snacks,4.49,3.98,1,0,49.0,5.0,42
2025-01-13,STORE-01,PRODUCT-005,household,8.99,9.09,0,0,120.0,5.0,19
2025-01-13,STORE-01,PRODUCT-006,household,12.99,12.86,0,0,81.0,5.0,10
2025-01-13,STORE-02,PRODUCT-001,beverages,3.49,3.48,0,0,355.0,5.0,41
